id;title;gps_position
12239;Potager 12239;45.983925,3.549834
12240;Potager 12240;46.467002,4.427106
12241;Potager 12241;44.892632,4.115722
12242;Potager 12242;45.578824,4.097473
12243;Potager 12243;46.933681,5.581692
12244;Potager 12244;44.947723,3.305802
12245;Potager 12245;45.183029,5.443438
12246;Potager 12246;45.943607,3.052858
12247;Potager 12247;47.098405,5.056499
12248;Potager 12248;45.576596,3.484164
12249;Potager 12249;46.891703,5.469585
12250;Potager 12250;45.665439,3.275979
12251;Potager 12251;46.157199,4.150008
12252;Potager 12252;44.939986,3.620653
12253;Potager 12253;45.086155,3.916474
12254;Potager 12254;45.603358,4.176286
12255;Potager 12255;46.874352,4.004835
12256;Potager 12256;46.325829,3.179364
12257;Potager 12257;45.071028,4.92793
12258;Potager 12258;45.280272,3.818099
12259;Potager 12259;46.341172,4.599347
12260;Potager 12260;46.681635,3.59156
12261;Potager 12261;45.706211,6.29063
12262;Potager 12262;46.182861,5.301568
12263;Potager 12263;45.193738,3.42134
12264;Potager 12264;45.607406,4.798964
12265;Potager 12265;45.719153,5.237421
12266;Potager 12266;44.797859,4.97052
12267;Potager 12267;46.717708,6.032752
12268;Potager 12268;45.672547,4.880123
12269;Potager 12269;46.231741,6.018994
12270;Potager 12270;45.177208,4.607722
12271;Potager 12271;46.718129,4.862668
12272;Potager 12272;44.774203,4.373724
12273;Potager 12273;44.893238,5.083921
12274;Potager 12274;46.192241,3.598483
12275;Potager 12275;46.736258,4.768884
12276;Potager 12276;45.521338,6.206061
12277;Potager 12277;45.463481,5.065114
12278;Potager 12278;45.754184,3.693342
12279;Potager 12279;46.707649,5.287326
12280;Potager 12280;45.381261,4.829193
12281;Potager 12281;45.630849,5.854656
12282;Potager 12282;45.367907,6.309697
12283;Potager 12283;45.968906,6.025785
12284;Potager 12284;45.593738,3.361759
12285;Potager 12285;46.339632,6.35973
12286;Potager 12286;45.766403,4.30506
12287;Potager 12287;45.86584,5.745484
12288;Potager 12288;45.709388,5.456797
12289;Potager 12289;45.470072,5.487826
12290;Potager 12290;45.539964,3.16309
12291;Potager 12291;46.998958,4.488863
12292;Potager 12292;46.330748,6.089776
12293;Potager 12293;45.339054,3.851147
12294;Potager 12294;45.013666,5.904314
12295;Potager 12295;44.655636,5.229431
12296;Potager 12296;45.505394,5.499171
12297;Potager 12297;45.074974,4.352474
12298;Potager 12298;45.327183,4.244515
12299;Potager 12299;46.276686,4.043539
12300;Potager 12300;45.352695,4.836121
12301;Potager 12301;44.987064,5.64442
12302;Potager 12302;46.945587,4.228468
12303;Potager 12303;46.457138,6.104307
12304;Potager 12304;44.529062,4.515153
12305;Potager 12305;46.382522,6.422774
12306;Potager 12306;45.587142,2.923195
12307;Potager 12307;46.855308,5.317824
12308;Potager 12308;44.713671,4.668838
12309;Potager 12309;46.771026,5.888602
12310;Potager 12310;45.666134,6.025587
12311;Potager 12311;46.403882,4.193791
12312;Potager 12312;46.716239,3.66158
12313;Potager 12313;45.727212,4.445571
12314;Potager 12314;45.278475,3.407005
12315;Potager 12315;45.647505,6.408825
12316;Potager 12316;44.840544,5.986842
12317;Potager 12317;45.299116,4.312643
12318;Potager 12318;45.282248,6.542584
12319;Potager 12319;46.007821,6.471679
12320;Potager 12320;45.459264,6.55556
12321;Potager 12321;45.689393,3.746142
12322;Potager 12322;45.689757,4.429848
12323;Potager 12323;44.860528,3.780675
12324;Potager 12324;45.027606,5.3558
12325;Potager 12325;45.320305,3.276619
12326;Potager 12326;45.500114,5.445932
12327;Potager 12327;45.872216,3.675722
12328;Potager 12328;45.105751,5.139241
12329;Potager 12329;45.747221,6.288112
12330;Potager 12330;45.749485,6.144614
12331;Potager 12331;45.48954,6.12526
12332;Potager 12332;45.800148,3.987879
12333;Potager 12333;46.787368,5.956418
12334;Potager 12334;46.293157,4.094821
12335;Potager 12335;44.85887,3.745291
12336;Potager 12336;45.65165,3.746986
12337;Potager 12337;45.73753,6.722493
12338;Potager 12338;45.995578,3.486361
12339;Potager 12339;45.606232,4.318023
12340;Potager 12340;46.547554,6.271615
12341;Potager 12341;44.649394,4.806559
12342;Potager 12342;45.911651,6.354115
12343;Potager 12343;46.338484,5.638488
12344;Potager 12344;44.744328,5.48199
12345;Potager 12345;46.447122,5.741885
12346;Potager 12346;45.260521,3.774096
12347;Potager 12347;46.632042,6.169969
12348;Potager 12348;45.677473,4.668313
12349;Potager 12349;46.30927,4.482237
12350;Potager 12350;44.905521,3.691597
12351;Potager 12351;46.215606,4.381296
12352;Potager 12352;45.37804,5.711493
12353;Potager 12353;45.268257,3.555247
12354;Potager 12354;47.108122,4.885456
12355;Potager 12355;44.853571,3.954913
12356;Potager 12356;46.189047,3.43805
12357;Potager 12357;45.405228,6.290231
12358;Potager 12358;45.006196,3.896972
12359;Potager 12359;45.729177,3.226391
12360;Potager 12360;45.020843,5.678403
12361;Potager 12361;45.356044,3.192478
12362;Potager 12362;46.416634,3.431063
12363;Potager 12363;45.482954,5.508654
12364;Potager 12364;46.224667,5.095035
12365;Potager 12365;46.174471,5.952395
12366;Potager 12366;46.126132,4.1926
12367;Potager 12367;46.162978,5.991096
12368;Potager 12368;46.489572,3.42382
12369;Potager 12369;45.602013,4.174795
12370;Potager 12370;45.691467,5.538637
12371;Potager 12371;45.556192,4.008656
12372;Potager 12372;45.919441,6.639664
12373;Potager 12373;46.697042,5.697657
12374;Potager 12374;45.301898,4.002044
12375;Potager 12375;46.272897,4.296449
12376;Potager 12376;45.259956,4.595352
12377;Potager 12377;45.546359,6.550469
12378;Potager 12378;45.664991,3.833914
12379;Potager 12379;45.623802,5.846745
12380;Potager 12380;44.923492,3.710725
12381;Potager 12381;45.245247,5.037808
12382;Potager 12382;46.924198,4.410387
12383;Potager 12383;46.50954,3.509593
12384;Potager 12384;45.528437,6.226333
12385;Potager 12385;46.233641,5.445219
12386;Potager 12386;46.348954,4.113578
12387;Potager 12387;46.100358,3.446654
12388;Potager 12388;46.242361,5.1658
12389;Potager 12389;44.92904,4.822049
12390;Potager 12390;44.766596,5.24743
12391;Potager 12391;46.849358,5.762515
12392;Potager 12392;45.534526,6.442782
12393;Potager 12393;44.685445,5.508199
12394;Potager 12394;45.462892,6.460121
12395;Potager 12395;46.53491,4.970214
12396;Potager 12396;45.943058,4.767655
12397;Potager 12397;46.289788,4.9124
12398;Potager 12398;45.140378,4.767216
12399;Potager 12399;46.025568,6.562683
12400;Potager 12400;45.873862,4.101009
12401;Potager 12401;46.268417,5.800557
12402;Potager 12402;45.67824,6.292552
12403;Potager 12403;44.543549,4.756563
12404;Potager 12404;45.817762,5.430848
12405;Potager 12405;46.294784,4.12263
12406;Potager 12406;46.151106,5.443012
12407;Potager 12407;45.58427,3.873213
12408;Potager 12408;46.669417,4.871511
12409;Potager 12409;44.628866,5.704069
12410;Potager 12410;45.311375,6.245173
12411;Potager 12411;46.999954,4.32967
12412;Potager 12412;44.960751,3.581245
12413;Potager 12413;46.788428,5.142842
12414;Potager 12414;45.32617,3.791651
12415;Potager 12415;45.53791,5.605477
12416;Potager 12416;46.521,5.320981
12417;Potager 12417;45.371525,4.803332
12418;Potager 12418;45.096944,3.730557
12419;Potager 12419;45.946524,3.273611
12420;Potager 12420;45.553026,4.891722
12421;Potager 12421;45.347609,4.535282
12422;Potager 12422;45.086855,6.4172
12423;Potager 12423;46.961975,4.04306
12424;Potager 12424;46.783337,4.421726
12425;Potager 12425;45.464491,3.724883
12426;Potager 12426;46.537513,6.213646
12427;Potager 12427;45.616819,4.476654
12428;Potager 12428;46.437911,3.55715
12429;Potager 12429;45.599378,4.341105
12430;Potager 12430;45.204904,4.16873
12431;Potager 12431;46.918227,5.373999
12432;Potager 12432;45.42133,4.965778
12433;Potager 12433;44.677189,5.090377
12434;Potager 12434;46.528499,6.222834
12435;Potager 12435;46.121465,4.439461
12436;Potager 12436;46.211059,3.551194
12437;Potager 12437;47.04653,5.103479
12438;Potager 12438;44.585115,5.470696
12439;Potager 12439;45.161147,5.179578
12440;Potager 12440;46.324202,6.308466
12441;Potager 12441;45.894172,3.065742
12442;Potager 12442;46.572852,3.691239
12443;Potager 12443;45.607817,6.584994
12444;Potager 12444;45.785297,5.406065
12445;Potager 12445;46.222299,5.074309
12446;Potager 12446;46.353123,6.40124
12447;Potager 12447;46.222792,5.203208
12448;Potager 12448;46.101939,3.062528
12449;Potager 12449;46.402999,5.586097
12450;Potager 12450;46.586188,3.608182
12451;Potager 12451;46.564385,3.911322
12452;Potager 12452;45.473994,4.568016
12453;Potager 12453;46.589883,3.76881
12454;Potager 12454;45.105868,5.286534
12455;Potager 12455;45.47708,6.676831
12456;Potager 12456;44.858557,4.13436
12457;Potager 12457;46.608016,4.631095
12458;Potager 12458;45.151786,4.418873
12459;Potager 12459;46.383137,6.051622
12460;Potager 12460;45.839165,5.560537
12461;Potager 12461;46.189165,5.590079
12462;Potager 12462;46.202167,4.559799
12463;Potager 12463;46.512992,4.123395
12464;Potager 12464;45.599635,3.010167
12465;Potager 12465;46.899902,4.347456
12466;Potager 12466;46.032997,3.11356
12467;Potager 12467;45.319695,3.94269
12468;Potager 12468;44.566845,5.140841
12469;Potager 12469;45.870389,5.254879
12470;Potager 12470;45.816193,4.568438
12471;Potager 12471;44.815955,4.123453
12472;Potager 12472;45.820113,3.515651
12473;Potager 12473;46.628151,6.31616
12474;Potager 12474;45.231232,5.262019
12475;Potager 12475;46.184177,5.57817
12476;Potager 12476;45.795645,3.239997
12477;Potager 12477;45.309296,3.299456
12478;Potager 12478;45.596542,6.377605
12479;Potager 12479;45.300213,4.116854
12480;Potager 12480;46.6437,3.414472
12481;Potager 12481;46.580856,6.120041
12482;Potager 12482;45.985788,5.808564
12483;Potager 12483;45.463801,6.420307
12484;Potager 12484;45.691108,4.10405
12485;Potager 12485;45.834322,4.046357
12486;Potager 12486;45.946212,3.316507
12487;Potager 12487;44.885213,5.590305
12488;Potager 12488;45.621241,3.357162
12489;Potager 12489;46.402497,6.327478
12490;Potager 12490;46.560423,6.332712
12491;Potager 12491;45.031247,3.497391
12492;Potager 12492;46.356516,4.837688
12493;Potager 12493;46.775452,4.517347
12494;Potager 12494;45.78503,4.046276
12495;Potager 12495;46.575715,3.44338
12496;Potager 12496;46.151101,4.385381
12497;Potager 12497;45.882149,5.78034
12498;Potager 12498;44.621517,4.308368
12499;Potager 12499;46.87736,5.568358
12500;Potager 12500;46.297786,3.079734
12501;Potager 12501;44.674764,4.687495
12502;Potager 12502;45.71398,5.682342
12503;Potager 12503;44.791393,4.948653
12504;Potager 12504;46.577745,4.600975
12505;Potager 12505;44.935166,4.635032
12506;Potager 12506;45.565789,3.041117
12507;Potager 12507;46.390224,4.232527
12508;Potager 12508;46.370211,5.75609
12509;Potager 12509;46.371562,5.744009
12510;Potager 12510;45.041388,4.727894
12511;Potager 12511;44.553597,4.837982
12512;Potager 12512;46.599868,3.929348
12513;Potager 12513;46.300929,5.179148
12514;Potager 12514;46.546126,4.371649
12515;Potager 12515;45.032822,3.616488
12516;Potager 12516;44.74269,5.554455
12517;Potager 12517;44.728951,4.185067
12518;Potager 12518;45.271292,5.744651
12519;Potager 12519;45.820977,6.578076
12520;Potager 12520;46.0089,3.089227
12521;Potager 12521;44.907103,5.214885
12522;Potager 12522;45.73133,3.272277
12523;Potager 12523;44.778115,3.527478
12524;Potager 12524;44.802827,3.998293
12525;Potager 12525;46.213502,4.546483
12526;Potager 12526;44.758266,5.142655
12527;Potager 12527;45.751888,5.613721
12528;Potager 12528;45.736485,3.000437
12529;Potager 12529;45.26553,3.404445
12530;Potager 12530;46.483604,3.300573
12531;Potager 12531;44.931582,6.292857
12532;Potager 12532;45.480535,4.392562
12533;Potager 12533;46.049888,3.389595
12534;Potager 12534;45.659704,6.525246
12535;Potager 12535;46.278765,3.400843
12536;Potager 12536;46.148346,4.707396
12537;Potager 12537;44.544539,4.839971
12538;Potager 12538;45.430677,4.021419
12539;Potager 12539;45.853379,4.69196
12540;Potager 12540;45.426529,3.372855
12541;Potager 12541;46.069966,3.42817
12542;Potager 12542;45.229078,4.045464
12543;Potager 12543;46.344529,4.891172
12544;Potager 12544;45.652491,5.281335
12545;Potager 12545;44.745914,5.952919
12546;Potager 12546;44.498184,5.094111
12547;Potager 12547;45.274966,3.984933
12548;Potager 12548;46.379978,3.822883
12549;Potager 12549;46.188958,6.394525
12550;Potager 12550;46.39764,4.570978
12551;Potager 12551;44.671098,4.820297
12552;Potager 12552;45.401283,4.63244
12553;Potager 12553;45.586583,5.863282
12554;Potager 12554;45.350974,5.905726
12555;Potager 12555;46.699023,5.70512
12556;Potager 12556;45.903876,6.475616
12557;Potager 12557;45.158688,4.895752
12558;Potager 12558;46.532602,5.812711
12559;Potager 12559;45.747639,3.937944
12560;Potager 12560;45.533548,5.15021
12561;Potager 12561;46.001419,6.630987
12562;Potager 12562;45.809021,5.526221
12563;Potager 12563;44.965075,3.448862
12564;Potager 12564;46.235387,3.205108
12565;Potager 12565;45.008864,4.174983
12566;Potager 12566;46.486588,5.619526
12567;Potager 12567;46.35869,5.988256
12568;Potager 12568;46.024263,6.198737
12569;Potager 12569;45.507921,4.285187
12570;Potager 12570;46.649776,5.971974
12571;Potager 12571;45.647064,5.987041
12572;Potager 12572;46.020754,4.853816
12573;Potager 12573;45.606896,4.967583
12574;Potager 12574;45.004745,5.174682
12575;Potager 12575;46.458205,5.549365
12576;Potager 12576;45.315142,3.031105
12577;Potager 12577;46.190847,5.510007
12578;Potager 12578;46.209688,3.955869
12579;Potager 12579;46.712104,4.954472
12580;Potager 12580;46.560982,5.516248
12581;Potager 12581;45.075719,5.557322
12582;Potager 12582;45.10184,5.444175
12583;Potager 12583;46.889362,4.806288
12584;Potager 12584;46.822126,4.05722
12585;Potager 12585;45.758571,6.099873
12586;Potager 12586;44.857333,4.135123
12587;Potager 12587;45.14775,4.116318
12588;Potager 12588;45.696353,4.488782
12589;Potager 12589;44.544221,5.080509
12590;Potager 12590;46.494152,3.435783
12591;Potager 12591;45.094971,6.345177
12592;Potager 12592;44.927636,5.355557
12593;Potager 12593;45.458967,6.389197
12594;Potager 12594;45.428776,6.091092
12595;Potager 12595;45.387763,3.213374
12596;Potager 12596;45.126902,3.40386
12597;Potager 12597;46.119192,5.325969
12598;Potager 12598;46.458954,3.910222
12599;Potager 12599;46.00637,5.455077
12600;Potager 12600;45.736132,4.662019
12601;Potager 12601;45.227751,4.641177
12602;Potager 12602;46.177436,5.061846
12603;Potager 12603;46.415699,4.863815
12604;Potager 12604;45.800835,5.980262
12605;Potager 12605;46.349642,5.015675
12606;Potager 12606;45.229171,4.650097
12607;Potager 12607;45.697385,5.433431
12608;Potager 12608;44.950473,3.557724
12609;Potager 12609;45.612802,3.467231
12610;Potager 12610;44.76949,3.712551
12611;Potager 12611;44.680257,4.204751
12612;Potager 12612;46.892421,3.961612
12613;Potager 12613;44.920495,6.138214
12614;Potager 12614;47.006247,5.491179
12615;Potager 12615;45.179412,5.104086
12616;Potager 12616;45.541983,6.539855
12617;Potager 12617;46.455279,4.337017
12618;Potager 12618;44.706227,4.211909
12619;Potager 12619;46.328458,5.846785
12620;Potager 12620;46.823733,4.537282
12621;Potager 12621;45.651407,5.21671
12622;Potager 12622;45.988698,3.548938
12623;Potager 12623;45.82343,3.867272
12624;Potager 12624;44.693933,5.979425
12625;Potager 12625;46.015731,6.264379
12626;Potager 12626;45.413528,5.342144
12627;Potager 12627;46.123842,4.687741
12628;Potager 12628;46.970216,4.511321
12629;Potager 12629;44.521353,5.208814
12630;Potager 12630;46.84513,5.286682
12631;Potager 12631;45.226194,4.88377
12632;Potager 12632;46.061214,3.842774
12633;Potager 12633;45.028956,3.630916
12634;Potager 12634;44.774772,4.476175
12635;Potager 12635;46.42697,6.427901
12636;Potager 12636;45.905451,5.957485
12637;Potager 12637;46.010259,6.061016
12638;Potager 12638;46.201825,4.865498
12639;Potager 12639;44.587172,4.556299
12640;Potager 12640;45.989532,3.379682
12641;Potager 12641;46.483446,3.698394
12642;Potager 12642;45.339127,4.924634
12643;Potager 12643;45.601317,3.820608
12644;Potager 12644;44.740582,4.616828
12645;Potager 12645;46.038886,3.568323
12646;Potager 12646;45.777043,3.637251
12647;Potager 12647;46.196841,6.095547
12648;Potager 12648;45.999102,4.699199
12649;Potager 12649;45.727826,3.942929
12650;Potager 12650;44.613948,5.036682
12651;Potager 12651;45.571741,3.212429
12652;Potager 12652;45.943955,3.463804
12653;Potager 12653;45.251843,3.330329
12654;Potager 12654;45.736359,4.751033
12655;Potager 12655;45.431832,3.677243
12656;Potager 12656;46.169067,4.159214
12657;Potager 12657;46.588616,5.583143
12658;Potager 12658;45.833793,5.597493
12659;Potager 12659;46.824668,5.291079
12660;Potager 12660;45.671453,4.973779
12661;Potager 12661;46.700264,4.061356
12662;Potager 12662;46.46528,5.793774
12663;Potager 12663;44.899167,4.033559
12664;Potager 12664;46.406404,3.455542
12665;Potager 12665;46.642401,4.715063
12666;Potager 12666;45.604797,5.889881
12667;Potager 12667;45.348703,4.743313
12668;Potager 12668;46.746181,4.650599
12669;Potager 12669;45.55104,4.222432
12670;Potager 12670;45.582922,4.753756
12671;Potager 12671;44.677328,5.713612
